Code service CH|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
5914P01|2015P00812|1594D*1|||||000001|01/01/2001|Vente|1,00|43||RUE|7059|DES PONTS DE COMINES|59800|LILLE|59|350||HR|3||5||||||||||1|2|Appartement|352693|64|3|||
5914P01|2015P00816|1594D*1|||||000001|01/01/2001|Vente|1,00|53||RUE|8749|DE TREVISE|59000|LILLE|59|350||IK|253||344||||||||||1|3|Dépendance|974949|0|0|||
5914P01|2015P00820|1594D*1|||||000001|01/01/2001|Vente|1,00|174||RUE|0800|DE LOMPRET|59130|LAMBERSART|59|328||AO|917||||||||||||0|1|Maison|282817|80|4|S||255
5914P01|2015P00827|1594D*1|||||000001|01/01/2001|Vente|1,00|184|B|RUE|1255|DU PDT GEORGES POMPIDOU|59110|LA MADELEINE|59|368||AC|861||||||||||||0|1|Maison|480962|75|5|S||79
5914P01|2015P00829|1594D*1|||||000001|01/01/2001|Vente|1,00|39||RUE|0020|AGACHE|59110|LA MADELEINE|59|368||AN|589||||||||||||0|1|Maison|494905|80|3|S||139
5914P01|2015P00833|1594D*1|||||000001|01/01/2001|Vente|1,00||||B014|LES MUCHAUX|59130|LAMBERSART|59|328||AC|111||||||||||||0||||||AG||54
5914P01|2015P00833|1594D*1|||||000001|01/01/2001|Vente|1,00|16||ALL|0475|GALIA|59130|LAMBERSART|59|328||AD|200||||||||||||0|1|Maison|279088|97|4|S||270
5914P01|2015P00834|1594D*1|||||000001|01/01/2001|Vente|1,00|201||RUE|1769|COLBERT|59800|LILLE|59|350||EV|125||492||||||||||1|4|Local industriel. commercial ou assimilé|347853|10|0|||
5914P01|2015P00836|1594D*1|||||000001|01/01/2001|Vente|1,00|24||PL|8249|SEBASTOPOL|59000|LILLE|59|350||RW|19||||||||||||0|1|Maison|421503|143|6|S||110
5914P01|2015P00839|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1466|CHANZY HELLEMMES|59260|LILLE|59|350|298|AN|1133||127||||||||||1||||||||
5914P01|2015P00839|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1466|CHANZY HELLEMMES|59260|LILLE|59|350|298|AN|1133||53||||||||||1||||||||
5914P01|2015P00842|1594D*1|||||000001|01/01/2001|Vente|1,00|107||RUE|7554|ROGER SALENGRO|59260|LILLE|59|350|298|AD|276||4||||||||||1|2|Appartement|947459|36|1|||
5914P01|2015P00842|1594D*1|||||000001|01/01/2001|Vente|1,00|107||RUE|7554|ROGER SALENGRO|59260|LILLE|59|350|298|AD|276||3||||||||||1|2|Appartement|947457|36|1|||
5914P01|2015P00842|1594D*1|||||000001|01/01/2001|Vente|1,00|107||RUE|7554|ROGER SALENGRO|59260|LILLE|59|350|298|AD|276||5||||||||||1|2|Appartement|947461|36|1|||
5914P01|2015P00843|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1466|CHANZY HELLEMMES|59260|LILLE|59|350|298|AN|1134||11||||||||||1||||||||
5914P01|2015P00844|1594D*1|||||000001|01/01/2001|Vente|1,00|45||RUE|9224|VIOLETTE|59000|LILLE|59|350||IT|46||||||||||||0|1|Maison|365684|48|3|S||46
5914P01|2015P00845|1594D*1|||||000001|01/01/2001|Vente|1,00|10||PL|6804|PHILIPPE DE GIRARD|59800|LILLE|59|350||RS|43||2||6||||||||2|2|Appartement|853126|48|2|||
5914P01|2015P00851|1594D*1|||||000001|01/01/2001|Vente|1,00|87||AV|0320|DU COLONEL DRIANT|59130|LAMBERSART|59|328||AZ|186||||||||||||0|1|Maison|290441|82|5|S||216
5914P01|2015P00852|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|2||RUE|0301|D ANTIN|59800|LILLE|59|350||PY|317||1940||||||||||1||||||||
5914P01|2015P00852|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|2||RUE|0301|D ANTIN|59800|LILLE|59|350||PY|317||1307||||||||||1||||||||
5914P01|2015P00853|1594D*1|||||000001|01/01/2001|Vente|1,00|55||RUE|0670|LACORDAIRE|59370|MONS EN BAROEUL|59|410||AM|461||||||||||||0|1|Maison|868398|88|5|S||169
5914P01|2015P00854|1594D*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0795|DU JARDIN DE L ARC|59110|LA MADELEINE|59|368||AX|5||167||||||||||1|2|Appartement|489304|51|2|||
5914P01|2015P00854|1594D*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0795|DU JARDIN DE L ARC|59110|LA MADELEINE|59|368||AX|12||70||||||||||1|3|Dépendance|489160|0|0|||
5914P01|2015P00859|1594D*1|||||000001|01/01/2001|Vente|1,00|6||RUE|0900|DES TROENES|59350|SAINT-ANDRE|59|527||AB|42||||||||||||0|1|Maison|644217|72|5|S||173
5914P01|2015P00859|1594D*1|||||000001|01/01/2001|Vente|1,00|9001||RUE|0110|DE LA BRIQUETERIE|59350|SAINT-ANDRE|59|527||AB|163||||||||||||0|3|Dépendance|646347|0|0|S||17
5914P01|2015P00861|1594D*1|||||000001|01/01/2001|Vente|1,00|13||RUE|4483|HENRI REGNAULT|59000|LILLE|59|350||ET|322||156||52||||||||2|2|Appartement|346678|73|8|||
5914P01|2015P00862|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|3568|FRANCOIS COPPEE|59000|LILLE|59|350||DL|1097||352||||||||||1|2|Appartement|1199437|61|3|||
5914P01|2015P00862|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|3568|FRANCOIS COPPEE|59000|LILLE|59|350||DL|1097||313||||||||||1|3|Dépendance|1199438|0|0|||
5914P01|2015P00868|1594D*1|||||000001|01/01/2001|Vente|1,00|20||RUE|2667|DE LA DIGUE|59800|LILLE|59|350||KO|199||6||||||||||1|2|Appartement|943872|12|1|||
5914P01|2015P00868|1594D*1|||||000001|01/01/2001|Vente|1,00|20||RUE|2667|DE LA DIGUE|59800|LILLE|59|350||KO|199||2||||||||||1|2|Appartement|943870|12|1|||
5914P01|2015P00868|1594D*1|||||000001|01/01/2001|Vente|1,00|20||RUE|2667|DE LA DIGUE|59800|LILLE|59|350||KO|199||4||||||||||1|2|Appartement|943871|12|1|||
5914P01|2015P00873|1594D*1|||||000001|01/01/2001|Vente|1,00|132||AV|1300|DE LA REPUBLIQUE|59110|LA MADELEINE|59|368||BE|203||12||6||||||||2|2|Appartement|486840|60|2|||
5914P01|2015P00873|1594D*1|||||000001|01/01/2001|Vente|1,00|132||AV|1300|DE LA REPUBLIQUE|59110|LA MADELEINE|59|368||BE|203||6||||||||||1|2|Appartement|1036103|60|2|||
5914P01|2015P00877|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1466|CHANZY HELLEMMES|59260|LILLE|59|350|298|AN|1133||117||||||||||1||||||||
5914P01|2015P00877|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1466|CHANZY HELLEMMES|59260|LILLE|59|350|298|AN|1133||39||||||||||1||||||||
5914P01|2015P00890|1594D*1|||||000001|01/01/2001|Vente|1,00|80||RUE|4456|HENRI DUNANT|59000|LILLE|59|350||ET|418||1280||||||||||1|3|Dépendance|346421|0|0|||
5914P01|2015P00892|1594D*1|||||000001|01/01/2001|Vente|1,00|129||RUE|8364|DE SOLFERINO|59000|LILLE|59|350||OP|108||3||||||||||1|2|Appartement|403699|50|2|||
5914P01|2015P00895|1594D*1|||||000001|01/01/2001|Vente|1,00|6||PL|1378|CATINAT|59800|LILLE|59|350||KM|108||2||||||||||1|2|Appartement|930681|24|1|||
5914P01|2015P00900|1594D*1|||||000001|01/01/2001|Vente|1,00|1||RUE|2321|DELEZENNE|59000|LILLE|59|350||MW|28||10||||||||||1|2|Appartement|896248|30|1|||
5914P01|2015P00900|1594D*1|||||000001|01/01/2001|Vente|1,00|1||RUE|2321|DELEZENNE|59000|LILLE|59|350||MW|28||21||||||||||1|3|Dépendance|896238|0|0|||
5914P01|2015P00906|1594D*1|||||000001|01/01/2001|Vente|1,00|11||RUE|1907|CORNEILLE|59000|LILLE|59|350||SV|324||5||9||||||||2|2|Appartement|426635|40|2|||
5914P01|2015P00912|1594D*1|||||000001|01/01/2001|Vente|1,00|179|B|RUE|0030|DE L AGRIPPIN|59118|WAMBRECHIES|59|636||B|93||||||||||||0|1|Maison|739927|140|5|S||235
5914P01|2015P00912|1594D*1|||||000001|01/01/2001|Vente|1,00|179|B|RUE|0030|DE L AGRIPPIN|59118|WAMBRECHIES|59|636||B|5862||||||||||||0||||||S||56
5914P01|2015P00921|1115*1|||||000001|01/01/2001|Vente|1,00|55||RUE|0613|BASSE|59800|LILLE|59|350||LO|188||||||||||||0|4|Local industriel. commercial ou assimilé|379965|120|0|S||72
5914P01|2015P00921|1115*1|||||000001|01/01/2001|Vente|1,00|55||RUE|0613|BASSE|59800|LILLE|59|350||LO|188||||||||||||0|1|Maison|379964|44|1|S||72
5914P01|2015P00936|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||AV|0269|DU FERRAIN|59118|WAMBRECHIES|59|636||D|2383||309||||||||||1|2|Appartement|1202788|49|2|||
5914P01|2015P00936|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||AV|0269|DU FERRAIN|59118|WAMBRECHIES|59|636||D|2383||418||||||||||1|3|Dépendance|1202790|0|0|||
5914P01|2015P00938|1594D*1|||||000001|01/01/2001|Vente|1,00|10||RUE|4279|GUSTAVE ENGRAND|59260|LILLE|59|350|298|AM|588||||||||||||0|1|Maison|437553|87|5|S||189
5914P01|2015P00939|1594D*1|||||000001|01/01/2001|Vente|1,00|19|B|RUE|0662|DE BAZINGHIEN|59000|LILLE|59|350||MW|25||160||96||||||||2|2|Appartement|393561|85|4|||
5914P01|2015P00940|1594D*1|||||000001|01/01/2001|Vente|1,00|13||RUE|0856|RENE CASSIN|59790|RONCHIN|59|507||AI|403||||||||||||0|1|Maison|976452|94|4|S||369
5914P01|2015P00941|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|87||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|140||120||||||||||1||||||||
5914P01|2015P00941|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|87||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|140||24||||||||||1||||||||
5914P01|2015P00942|1594D*1|||||000001|01/01/2001|Vente|1,00|14||BD|3133|DE L EPINE|59260|LILLE|59|350|298|AK|329||||||||||||0|1|Maison|435696|91|5|S||206
5914P01|2015P00943|1594D*1|||||000001|01/01/2001|Vente|1,00|200||RUE|0622|BASTION SAINT ANDRE|59800|LILLE|59|350||AB|102||4055||||||||||1|3|Dépendance|983973|0|0|||
5914P01|2015P00943|1594D*1|||||000001|01/01/2001|Vente|1,00|100||QUAI|1662|DES CHEVILLARDS|59800|LILLE|59|350||AB|102||2204||||||||||1|2|Appartement|983917|66|3|||
5914P01|2015P00945|1594D*1|||||000001|01/01/2001|Vente|1,00|19||RUE|2667|DE LA DIGUE|59800|LILLE|59|350||NV|66||2||||||||||1|2|Appartement|899128|26|1|||
5914P01|2015P00946|1594D*1|||||000001|01/01/2001|Vente|1,00|11||RUE|0424|AUBER|59800|LILLE|59|350||KN|370||586||||||||||1|2|Appartement|370013|25|1|||
5914P01|2015P00946|1594D*1|||||000001|01/01/2001|Vente|1,00|18||RUE|0678|BEAUCOURT DECOURCHELLES|59800|LILLE|59|350||KN|370||224||||||||||1|3|Dépendance|370171|0|0|||
5914P01|2015P00948|1594D*1|||||000001|01/01/2001|Vente|1,00|44||RUE|6350|NATIONALE|59800|LILLE|59|350||LP|291||30||||||||||1|2|Appartement|1171272|29|2|||
5914P01|2015P00950|1594D*1|||||000001|01/01/2001|Vente|1,00|114|B|RUE|0840|JEANNE MAILLOTTE|59110|LA MADELEINE|59|368||AT|99||||||||||||0|1|Maison|490496|116|7|S||82
5914P01|2015P00951|1594D*1|||||000001|01/01/2001|Vente|1,00|3||RUE|4926|JEAN JACQUES ROUSSEAU|59800|LILLE|59|350||LO|244||4||7||||||||2|2|Appartement|902736|48|1|||
5914P01|2015P00953|1594D*1|||||000001|01/01/2001|Vente|1,00|133||RUE|5981|MASSENA|59800|LILLE|59|350||RV|344||16||7||||||||2|2|Appartement|978478|28|1|||
5914P01|2015P00954|1594D*1|||||000001|01/01/2001|Vente|1,00|93||RUE|6170|DU MOLINEL|59800|LILLE|59|350||TK|40||303||5||||||||2|2|Appartement|981353|70|3|||
5914P01|2015P00954|1594D*1|||||000001|01/01/2001|Vente|1,00|93||RUE|6170|DU MOLINEL|59800|LILLE|59|350||TK|40||201||||||||||1|3|Dépendance|981383|0|0|||
5914P01|2015P00957|1594D*1|||||000001|01/01/2001|Vente|1,00|15||RUE|6263|MOULIN DU BECQUET|59800|LILLE|59|350||AB|112||616||||||||||1|3|Dépendance|988588|0|0|||
5914P01|2015P00957|1594D*1|||||000001|01/01/2001|Vente|1,00|29||RUE|6263|MOULIN DU BECQUET|59800|LILLE|59|350||AB|112||120||13||||||||2|2|Appartement|988290|62|3|||
5914P01|2015P00958|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|80||RUE|4992|JEANNE D ARC|59000|LILLE|59|350||OT|130||220||||||||||1||||||||
5914P01|2015P00958|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|80||RUE|4992|JEANNE D ARC|59000|LILLE|59|350||OT|130||20||||||||||1||||||||
5914P01|2015P00961|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00||||B013|LES PERISEAUX|59155|FACHES THUMESNIL|59|220||B|4257||12||||||||||1||||||||
5914P01|2015P00961|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00||||B013|LES PERISEAUX|59155|FACHES THUMESNIL|59|220||B|4257||78||||||||||1||||||||
5914P01|2015P00965|1594D*1|||||000001|01/01/2001|Vente|1,00|68||RUE|0921|DE LA MARNE|59155|FACHES THUMESNIL|59|220||B|1914||||||||||||0|1|Maison|204135|82|4|S||313
5914P01|2015P00966|1594D*1|||||000001|01/01/2001|Vente|1,00|11||RUE|6934|DU PLAT|59800|LILLE|59|350||TK|58||9||||||||||1|2|Appartement|354241|77|3|||
5914P01|2015P00966|1594D*1|||||000001|01/01/2001|Vente|1,00|11||RUE|6934|DU PLAT|59800|LILLE|59|350||TK|58||9||||||||||1|3|Dépendance|354256|0|0|||
5914P01|2015P00968|1594D*1|||||000001|01/01/2001|Vente|1,00|11||RUE|0613|BASSE|59800|LILLE|59|350||KZ|403||7||||||||||1|2|Appartement|950775|33|1|||
5914P01|2015P00972|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|80||RUE|4992|JEANNE D ARC|59000|LILLE|59|350||OT|130||123||||||||||1||||||||
5914P01|2015P00972|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|80||RUE|4992|JEANNE D ARC|59000|LILLE|59|350||OT|130||229||||||||||1||||||||
5914P01|2015P00973|1594D*1|||||000001|01/01/2001|Vente|1,00|54||RUE|3276|FAIDHERBE|59800|LILLE|59|350||HS|18||3||||||||||1|2|Appartement|1194593|116|3|||
5914P01|2015P00974|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|4604|DE L HOPITAL SAINT ROCH|59000|LILLE|59|350||SW|542||2||||||||||1||||||||
5914P01|2015P00975|1594D*1|||||000001|01/01/2001|Vente|1,00|29||RUE|1743|CLOVIS HUGUES|59800|LILLE|59|350||BS|118||||||||||||0|1|Maison|321407|91|4|S||140
5914P01|2015P00976||||||000001|01/01/2001|Vente|1,00|17||RUE|1035|NUNGESSER|59130|LAMBERSART|59|328||AK|474||||||||||||0|1|Maison|281593|82|5|S||275
5914P01|2015P00979|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0800|DU PRESIDENT KENNEDY|59350|SAINT-ANDRE|59|527||BB|23||14||||||||||1||||||||
5914P01|2015P00979|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0800|DU PRESIDENT KENNEDY|59350|SAINT-ANDRE|59|527||BB|23||50||||||||||1||||||||
5914P01|2015P00979|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0800|DU PRESIDENT KENNEDY|59350|SAINT-ANDRE|59|527||BB|23||69||||||||||1||||||||
5914P01|2015P00981|1049*1|1594D*1||||000001|01/01/2001|Vente|1,00|9002||RUE|0860|DU 11 NOVEMBRE 1918|59370|MONS EN BAROEUL|59|410||AK|538||||||||||||0|3|Dépendance|535328|0|0|S||29
5914P01|2015P00981|1049*1|1594D*1||||000001|01/01/2001|Vente|1,00|90||RUE|0860|DU 11 NOVEMBRE 1918|59370|MONS EN BAROEUL|59|410||AK|595||||||||||||0|1|Maison|535236|84|5|S||206
5914P01|2015P00982|1594D*1|||||000001|01/01/2001|Vente|1,00|9009||RES|A003|BRETEUIL|59800|LILLE|59|350||AR|59||1529||1772||||||||2|2|Appartement|312832|138|5|||
5914P01|2015P00983|1594D*1|||||000001|01/01/2001|Vente|1,00|9||AV|0040|ALBERT 1ER|59110|LA MADELEINE|59|368||BE|194||13||9||||||||2|2|Appartement|885488|50|2|||
5914P01|2015P00986|1594D*1|||||000001|01/01/2001|Vente|1,00|69||RUE|5531|LEONARD DANEL|59800|LILLE|59|350||KT|135||15||||||||||1|2|Appartement|913243|20|1|||
5914P01|2015P00988|1594D*1|||||000001|01/01/2001|Vente|1,00|6||RUE|7409|REAUMUR|59800|LILLE|59|350||AP|3||||||||||||0|1|Maison|309753|86|2|S||234
5914P01|2015P00990|1594D*1|||||000001|01/01/2001|Vente|1,00|118||AV|1300|DE LA REPUBLIQUE|59110|LA MADELEINE|59|368||BH|24||3||||||||||1|2|Appartement|488317|75|3|||
5914P01|2015P00992|1594D*1|||||000001|01/01/2001|Vente|1,00|74||RUE|6090|MEUREIN|59800|LILLE|59|350||RS|119||||||||||||0|2|Appartement|419025|64|4|S||159
5914P01|2015P00992|1594D*1|||||000001|01/01/2001|Vente|1,00|74||RUE|6090|MEUREIN|59800|LILLE|59|350||RS|119||||||||||||0|3|Dépendance|419024|0|0|S||159
5914P01|2015P00992|1594D*1|||||000001|01/01/2001|Vente|1,00|74||RUE|6090|MEUREIN|59800|LILLE|59|350||RS|119||||||||||||0|2|Appartement|419027|65|3|S||159
5914P01|2015P00992|1594D*1|||||000001|01/01/2001|Vente|1,00|74||RUE|6090|MEUREIN|59800|LILLE|59|350||RS|119||||||||||||0|3|Dépendance|419026|0|0|S||159
5914P01|2015P00994|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|2||RUE|0301|D ANTIN|59800|LILLE|59|350||PY|317||1201||||||||||1||||||||
5914P01|2015P00994|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|2||RUE|0301|D ANTIN|59800|LILLE|59|350||PY|317||1951||||||||||1||||||||
5914P01|2015P00995|1594D*1|||||000001|01/01/2001|Vente|1,00|45||RUE|5279|DE LA LOUVIERE|59800|LILLE|59|350||AM|252||64||||||||||1|2|Appartement|881027|46|2|||
5914P01|2015P00995|1594D*1|||||000001|01/01/2001|Vente|1,00|49|B|RUE|5279|DE LA LOUVIERE|59800|LILLE|59|350||AM|252||380||||||||||1|3|Dépendance|881028|0|0|||
5914P01|2015P00996|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1466|CHANZY HELLEMMES|59260|LILLE|59|350|298|AN|1133||138||||||||||1||||||||
5914P01|2015P00996|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1466|CHANZY HELLEMMES|59260|LILLE|59|350|298|AN|1133||48||||||||||1||||||||
5914P01|2015P00997|1594D*1|||||000001|01/01/2001|Vente|1,00|61|B|RUE|7099|DES POSTES|59000|LILLE|59|350||RY|30||4||6||||||||2|2|Appartement|423568|38|2|||
5914P01|2015P00999|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||BD|6686|PAUL PAINLEVE|59000|LILLE|59|350||IK|332||147||||||||||1||||||||
5914P01|2015P00999|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||BD|6686|PAUL PAINLEVE|59000|LILLE|59|350||IK|332||43||||||||||1||||||||
5914P01|2015P01000|1594D*1|||||000001|01/01/2001|Vente|1,00|19||RUE|0020|ADOLPHE PARENT|59350|SAINT-ANDRE|59|527||AX|104||||||||||||0|1|Maison|643335|67|4|S||42
5914P01|2015P01001|1594D*1|||||000001|01/01/2001|Vente|1,00|28||RUE|0290|DE LA CHAPELLE|59130|LAMBERSART|59|328||AT|424||19||99||||||||2|2|Appartement|286362|72|3|||
5914P01|2015P01001|1594D*1|||||000001|01/01/2001|Vente|1,00|9002||RUE|0290|DE LA CHAPELLE|59130|LAMBERSART|59|328||AT|424||210||||||||||1|3|Dépendance|286437|0|0|||
5914P01|2015P01002|1594D*1|||||000001|01/01/2001|Vente|1,00|92||RUE|4722|JACQUEMARS GIELEE|59800|LILLE|59|350||KR|73||10||14||19||6||||4|2|Appartement|372606|74|2|||
5914P01|2015P01007|1594D*1|||||000001|01/01/2001|Vente|1,00|1||PL|3763|DE LA GARE|59800|LILLE|59|350||TV|147||5||||||||||1|2|Appartement|957495|25|1|||
5914P01|2015P01009|1594D*1|||||000001|01/01/2001|Vente|1,00|38||RUE|6283|MOURMANT|59000|LILLE|59|350||RX|174||106||||||||||1|3|Dépendance|980022|0|0|||
5914P01|2015P01009|1594D*1|||||000001|01/01/2001|Vente|1,00|38||RUE|6283|MOURMANT|59000|LILLE|59|350||RX|174||13||47||||||||2|2|Appartement|979968|35|1|||
5914P01|2015P01011|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||||||LILLE|59|350||BP|276||1042||||||||||1||||||||
5914P01|2015P01012|1594D*1|||||000001|01/01/2001|Vente|1,00|21||RUE|4166|DE LA GRANDE CHAUSSEE|59800|LILLE|59|350||KZ|125||18||6||||||||2|2|Appartement|875873|97|4|||
5914P01|2015P01013|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1883|DES COQUELICOTS|59000|LILLE|59|350||DV|239||1||||||||||1||||||||
5914P01|2015P01013|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|1883|DES COQUELICOTS|59000|LILLE|59|350||DV|239||22||||||||||1||||||||
5914P01|2015P01014|1594D*1|||||000001|01/01/2001|Vente|1,00|27||RUE|4114|GOSSELET|59000|LILLE|59|350||LX|60||||||||||||0|2|Appartement|904650|132|5|S||134
5914P01|2015P01014|1594D*1|||||000001|01/01/2001|Vente|1,00|27||RUE|4114|GOSSELET|59000|LILLE|59|350||LX|60||||||||||||0|4|Local industriel. commercial ou assimilé|904649|61|0|S||134
5914P01|2015P01017|1594D*1|||||000001|01/01/2001|Vente|1,00|38||RUE|0191|ALLARD DUGAUQUIER|59800|LILLE|59|350||BL|408|300|||||||||||0||||||||
5914P01|2015P01018|1594D*1|||||000001|01/01/2001|Vente|1,00|9||RUE|4992|JEANNE D ARC|59000|LILLE|59|350||LW|104||1||10||||||||2|2|Appartement|828410|20|1|||
5914P01|2015P01019|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|6946|DES PLOVINES|59000|LILLE|59|350||DV|240||14||||||||||1||||||||
5914P01|2015P01019|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|6946|DES PLOVINES|59000|LILLE|59|350||DV|240||32||||||||||1||||||||
5914P01|2015P01020|1594D*1|||||000001|01/01/2001|Vente|1,00|5|T|RUE|9159|DU VIEUX FAUBOURG|59800|LILLE|59|350||HR|59||18||3||||||||2|2|Appartement|352985|38|1|||
5914P01|2015P01021|1594D*1|||||000001|01/01/2001|Vente|1,00|13||RUE|1944|COURMONT|59000|LILLE|59|350||OX|313||1107||||||||||1|3|Dépendance|959957|0|0|||
5914P01|2015P01021|1594D*1|||||000001|01/01/2001|Vente|1,00|209||RUE|0376|D ARRAS|59000|LILLE|59|350||OX|313||5023||||||||||1|2|Appartement|960157|30|1|||
5914P01|2015P01022|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|6946|DES PLOVINES|59000|LILLE|59|350||DV|240||35||||||||||1||||||||
5914P01|2015P01023|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|6946|DES PLOVINES|59000|LILLE|59|350||DV|240||4||||||||||1||||||||
5914P01|2015P01023|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|6946|DES PLOVINES|59000|LILLE|59|350||DV|240||26||||||||||1||||||||
5914P01|2015P01024|1594D*1|||||000001|01/01/2001|Vente|1,00|281||RUE|8364|DE SOLFERINO|59000|LILLE|59|350||LY|208||132||||||||||1|3|Dépendance|387898|0|0|||
5914P01|2015P01024|1594D*1|||||000001|01/01/2001|Vente|1,00|281||RUE|8364|DE SOLFERINO|59000|LILLE|59|350||LY|208||18||||||||||1|2|Appartement|387847|28|1|||
5914P01|2015P01026|1594D*1|||||000001|01/01/2001|Vente|1,00|274||RUE|6350|NATIONALE|59800|LILLE|59|350||NS|128||38||||||||||1|3|Dépendance|826005|0|0|||
5914P01|2015P01026|1594D*1|||||000001|01/01/2001|Vente|1,00|274||RUE|6350|NATIONALE|59800|LILLE|59|350||NS|128||25||7||||||||2|2|Appartement|826018|36|2|||
5914P01|2015P01027|1594D*1|||||000001|01/01/2001|Vente|1,00|||RUE|0005|DE L ABBAYE|59790|RONCHIN|59|507||AE|467||||||||||||0||||||AB||285
5914P01|2015P01027|1594D*1|||||000001|01/01/2001|Vente|1,00|||RUE|0005|DE L ABBAYE|59790|RONCHIN|59|507||AE|469||||||||||||0||||||AB||360
5914P01|2015P01029|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||||||LILLE|59|350||CM|20||28||||||||||1||||||||
5914P01|2015P01029|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||||||LILLE|59|350||CM|20||8||||||||||1||||||||
5914P01|2015P01033|1594D*1|||||000001|01/01/2001|Vente|1,00|12||RUE|0290|DE LA CHAPELLE|59130|LAMBERSART|59|328||AT|424||145||70||||||||2|2|Appartement|286416|72|3|||
5914P01|2015P01033|1594D*1|||||000001|01/01/2001|Vente|1,00|9002||RUE|0290|DE LA CHAPELLE|59130|LAMBERSART|59|328||AT|424||218||||||||||1|3|Dépendance|286445|0|0|||
5914P01|2015P01036|1115*1|||||000001|01/01/2001|Vente|1,00|12|B|RUE|7284|DU QUAI|59800|LILLE|59|350||KS|46||||||||||||0|2|Appartement|373167|68|0|S||68
